"Player","Team","Positions","PTS","REB","AST","BLK","STL","FG%","FT%","3PM","TO","GP","MIN","FTM","2PM","A/TO","PF"
"Joel Embiid","PHI","PF,C DTD","33.1","10.2","4.2","1.7","1.0",".548",".857","1.0","3.4","66","34.6","10.0","10.0","1.21","3.1"
"Giannis Antetokounmpo","MIL","PF,C DTD","31.1","11.8","5.7","0.8","0.8",".553",".645","0.7","3.9","63","32.1","7.9","10.5","1.45","3.1"
"Anthony Davis","LAL","PF,C DTD","25.9","12.5","2.6","2.0","1.1",".563",".784","0.3","2.2","56","34.0","6.2","9.3","1.21","2.6"
"Lauri Markkanen","UTH","PF,C DTD","25.6","8.6","1.9","0.6","0.6",".499",".875","3.0","1.9","66","34.4","5.3","5.6","0.97","2.1"
"Julius Randle","NYK","PF,C","25.1","10.0","4.1","0.3","0.6",".460",".757","2.8","2.8","77","35.5","5.2","5.7","1.46","3.0"
"Nikola Jokic","DEN","PF,C","24.5","11.8","9.8","0.7","1.3",".632",".822","0.8","3.6","69","33.7","4.9","8.5","2.74","2.5"
"Pascal Siakam","TOR","PF,C","24.2","7.8","5.8","0.5","0.9",".480",".774","1.3","2.4","71","37.4","5.2","7.6","2.45","3.2"
"Kristaps Porzingis","WAS","PF,C OUT","23.2","8.4","2.7","1.5","0.9",".498",".851","2.1","2.1","65","32.6","5.4","5.7","1.27","3.0"
"Karl-Anthony Towns","MIN","C DTD","20.8","8.1","4.8","0.6","0.7",".495",".874","2.1","3.0","29","33.0","4.1","5.2","1.63","3.8"
"Bam Adebayo","MIA","PF,C","20.4","9.2","3.2","0.8","1.2",".540",".806","0.0","2.5","75","34.6","4.3","8.0","1.28","2.8"
"Domantas Sabonis","SAC","PF,C","19.1","12.3","7.3","0.5","0.8",".615",".742","0.4","2.9","79","34.6","4.1","6.9","2.49","3.5"
"Jaren Jackson Jr.","MEM","PF,C","18.6","6.8","1.0","3.0","1.0",".506",".788","1.6","1.7","63","28.4","3.8","5.0","0.56","3.6"
"Deandre Ayton","PHO","C OUT","18.0","10.0","1.7","0.8","0.6",".589",".760","0.1","1.8","67","30.4","2.3","7.7","0.96","2.8"
"Myles Turner","IND","PF,C DTD","17.7","7.4","1.4","2.2","0.6",".548",".783","1.5","1.6","63","29.0","3.4","4.9","0.86","3.4"
"Nikola Vucevic","CHI","C","17.6","11.0","3.2","0.7","0.7",".520",".835","1.5","1.7","82","33.5","1.6","5.8","1.91","2.2"
"Christian Wood","DAL","PF,C DTD","16.6","7.3","1.8","1.1","0.4",".515",".772","1.6","1.8","67","25.9","3.2","4.3","1.00","2.5"
"Evan Mobley","CLE","C,PF","16.2","9.0","2.8","1.5","0.8",".554",".673","0.3","1.8","79","34.4","2.6","6.4","1.53","2.8"
"Brook Lopez","MIL","C","15.9","6.7","1.3","2.5","0.5",".531",".784","1.7","1.4","78","30.4","1.9","4.4","0.93","2.6"
"P.J. Washington","CHA","PF,C OUT","15.7","4.9","2.4","1.1","0.9",".444",".730","2.0","1.5","73","32.6","1.7","3.9","1.59","2.6"
"Wendell Carter Jr.","ORL","C DTD","15.2","8.7","2.3","0.6","0.5",".526",".739","1.4","1.9","57","29.6","2.5","4.2","1.25","2.8"
"Alperen Sengun","HOU","C","14.8","9.0","3.9","0.9","0.9",".553",".715","0.3","2.6","75","28.9","2.7","5.6","1.51","3.4"
"Jarrett Allen","CLE","C DTD","14.3","9.8","1.7","1.2","0.8",".644",".733","0.0","1.4","68","32.6","2.4","5.9","1.22","2.3"
"Jonas Valanciunas","NOR","C DTD","14.1","10.2","1.8","0.7","0.3",".547",".826","0.5","2.0","79","24.9","2.3","5.2","0.88","3.1"
"Bobby Portis Jr.","MIL","PF,C","14.1","9.6","1.5","0.2","0.4",".496",".768","1.4","1.2","70","26.0","1.4","4.3","1.30","1.6"
"Rudy Gobert","MIN","C","13.4","11.6","1.2","1.4","0.8",".659",".644","0.0","1.7","70","30.7","3.1","5.1","0.71","3.0"
"Jusuf Nurkic","POR","C OUT","13.3","9.1","2.9","0.8","0.8",".519",".662","0.8","2.3","52","26.8","2.4","4.2","1.25","3.6"
"John Collins","ATL","PF,C","13.1","6.5","1.2","1.0","0.6",".508",".803","1.0","1.1","71","30.0","2.0","4.1","1.08","3.1"
"Nic Claxton","BKN","C,PF","12.6","9.2","1.9","2.5","0.8",".705",".541","0.0","1.3","76","29.9","1.8","5.4","1.50","2.8"
"Jakob Poeltl","TOR","C","12.5","9.1","2.7","1.2","0.9",".629",".592","0.0","1.7","72","26.5","1.7","5.4","1.58","2.7"
"Kelly Olynyk","UTH","PF,C","12.5","6.2","3.7","0.5","0.9",".499",".853","1.4","2.5","68","28.6","2.9","2.7","1.50","3.4"
"Clint Capela","ATL","C","12.0","11.0","0.9","1.2","0.7",".653",".603","0.0","0.8","65","26.6","1.2","5.4","1.07","2.1"
"Marvin Bagley III","DET","PF,C OUT","12.0","6.4","0.9","0.7","0.5",".529",".750","0.5","1.1","42","23.6","1.9","4.4","0.78","1.9"
"Zach Collins","SAS","PF,C DTD","11.6","6.4","2.9","0.8","0.6",".518",".761","0.9","2.0","63","22.9","1.7","3.6","1.40","3.2"
"Naz Reid","MIN","C","11.5","4.9","1.1","0.8","0.6",".537",".677","1.1","1.4","68","18.4","1.3","3.5","0.84","2.6"
"Isaiah Stewart","DET","PF,C","11.3","8.1","1.4","0.7","0.4",".442",".738","1.3","1.4","50","28.3","2.2","2.6","1.03","2.7"
"Marcus Morris Sr.","LAC","PF,C,SF DTD","11.2","4.0","1.8","0.3","0.6",".426",".782","1.7","0.9","65","28.1","1.0","2.5","2.04","2.1"
"Mason Plumlee","LAC","PF,C","10.8","8.8","3.1","0.6","0.6",".680",".636","0.0","1.5","79","26.0","2.5","4.2","2.11","2.7"
"Ivica Zubac","LAC","C","10.8","9.9","1.0","1.3","0.4",".634",".698","0.0","1.5","76","28.5","2.2","4.3","0.66","2.9"
"Moritz Wagner","ORL","PF,C","10.5","4.5","1.5","0.2","0.6",".500",".841","0.9","1.2","57","19.5","2.7","2.6","1.24","2.4"
"Brandon Clarke","MEM","SF,PF,C OUT","10.0","5.5","1.3","0.7","0.6",".656",".723","0.0","1.0","56","19.5","1.8","4.1","1.31","2.3"
"James Wiseman","DET","C","10.0","5.9","0.7","0.6","0.2",".558",".701","0.1","1.1","45","19.3","1.5","4.1","0.59","2.4"
"Onyeka Okongwu","ATL","PF,C","9.9","7.2","1.0","1.3","0.7",".638",".781","0.1","1.0","80","23.1","1.9","3.9","1.00","3.1"
"Al Horford","BOS","PF,C","9.8","6.2","3.0","1.0","0.5",".476",".714","2.3","0.6","63","30.5","0.2","1.3","5.11","1.9"
"Thomas Bryant","DEN","C","9.8","5.7","0.5","0.5","0.3",".623",".738","0.4","0.6","59","18.3","1.6","3.5","0.82","1.7"
"Jalen McDaniels","PHI","PF,C DTD","9.4","4.3","1.6","0.4","1.0",".455",".841","1.0","1.2","80","23.9","1.5","2.6","1.40","2.6"
"Chris Boucher","TOR","PF,C","9.4","5.5","0.4","0.8","0.6",".494",".762","0.8","0.5","76","20.0","1.7","2.6","0.71","1.9"
"Jalen Smith","IND","PF,C DTD","9.4","5.8","1.0","0.9","0.3",".476",".759","0.8","1.1","68","18.8","1.5","2.8","0.92","2.3"
"Walker Kessler","UTH","C OUT","9.2","8.4","0.9","2.3","0.4",".720",".516","0.0","0.8","74","23.0","1.1","4.0","1.19","2.3"
"Precious Achiuwa","TOR","SF,PF,C","9.2","6.0","0.9","0.5","0.6",".485",".702","0.5","1.1","55","20.7","1.6","3.0","0.85","1.9"
"Bol Bol","ORL","PF,C","9.1","5.8","1.0","1.2","0.4",".546",".759","0.4","1.6","70","21.5","1.2","3.3","0.62","1.3"
"Jalen Duren","DET","C","9.1","8.9","1.1","0.9","0.7",".648",".612","0.0","1.4","67","24.9","1.4","3.9","0.82","2.7"
"Daniel Gafford","WAS","C,PF OUT","9.0","5.6","1.1","1.3","0.4",".732",".679","0.0","1.1","78","20.6","1.6","3.7","0.99","2.4"
"Santi Aldama","MEM","PF,C DTD","9.0","4.8","1.3","0.6","0.6",".471",".750","1.2","0.8","77","21.8","1.4","2.0","1.62","1.9"
"Mark Williams","CHA","C DTD","9.0","7.1","0.4","1.0","0.7",".638",".691","0.0","0.9","43","19.3","1.6","3.7","0.45","2.2"
"Steven Adams","MEM","C OUT","8.6","11.5","2.3","1.1","0.9",".597",".364","0.0","1.9","42","27.0","1.1","3.7","1.23","2.3"
"Draymond Green","GSW","PF,C","8.5","7.2","6.8","0.8","1.0",".527",".713","0.5","2.8","73","31.5","1.1","2.9","2.45","3.1"
"Nick Richards","CHA","C","8.2","6.4","0.6","1.1","0.2",".629",".749","0.0","0.9","65","18.7","2.1","3.0","0.64","2.4"
"Kevin Love","MIA","PF,C","8.2","6.5","1.9","0.2","0.3",".389",".879","1.6","1.1","62","20.0","1.3","1.1","1.66","1.6"
"Robert Williams III","BOS","C,PF","8.0","8.3","1.4","1.4","0.6",".747",".610","0.0","1.0","35","23.5","0.7","3.6","1.47","1.9"
"Jarred Vanderbilt","LAL","PF,C","7.9","7.5","2.4","0.3","1.1",".548",".691","0.4","1.2","78","24.1","1.2","2.8","1.90","2.4"
"Trey Lyles","SAC","PF,C DTD","7.6","4.1","0.9","0.4","0.4",".458",".815","1.2","0.9","74","16.9","1.4","1.4","1.03","1.3"
"Mitchell Robinson","NYK","C","7.3","9.3","0.9","1.8","0.9",".671",".484","0.0","0.7","60","26.5","1.0","3.1","1.29","2.7"
"Jay Huff","WAS","C","7.3","3.0","1.4","0.6","0.4",".600",".938","0.9","0.7","7","13.6","2.1","1.3","2.00","2.1"
"Willy Hernangomez","NOR","C","7.1","4.9","0.9","0.4","0.5",".527",".779","0.1","1.1","37","12.4","2.2","2.3","0.85","1.7"
"Kevon Looney","GSW","PF,C","7.0","9.3","2.5","0.6","0.6",".630",".607","0.0","0.5","82","23.9","1.1","3.0","4.60","2.7"
"Xavier Tillman","MEM","PF,C","7.0","5.0","1.6","0.5","1.0",".614",".551","0.1","0.7","61","19.3","0.8","3.0","2.18","1.6"
"Daniel Theis","IND","PF,C","7.0","3.1","1.3","0.9","0.3",".477",".417","0.3","0.4","7","15.5","0.7","2.7","3.00","1.0"
"Chance Comanche","POR","C","7.0","3.0","0.0","1.0","0.0",".600",".250","0.0","0.0","1","20.8","1.0","3.0","0.00","0.0"
"Larry Nance Jr.","NOR","PF,C DTD","6.8","5.4","1.8","0.6","0.9",".610",".696","0.2","0.6","65","21.2","0.8","2.6","2.83","2.0"
"Dwight Powell","DAL","PF,C","6.7","4.1","0.9","0.3","0.6",".732",".667","0.0","0.9","76","19.2","1.5","2.6","1.06","2.8"
"Drew Eubanks","POR","PF,C DTD","6.6","5.4","1.3","1.3","0.5",".641",".664","0.1","0.9","78","20.3","1.1","2.7","1.54","2.2"
"Jock Landale","PHO","C","6.6","4.1","1.0","0.4","0.2",".528",".752","0.3","0.9","69","14.2","1.1","2.3","1.15","1.8"
"Mo Bamba","LAL","C","6.6","4.6","0.9","0.9","0.3",".486",".661","1.0","0.6","49","15.7","0.8","1.4","1.53","2.1"
"Luka Garza","MIN","C","6.5","2.3","0.6","0.1","0.1",".543",".789","0.5","0.5","28","8.7","1.5","1.8","1.29","1.5"
"Cody Zeller","MIA","C DTD","6.5","4.3","0.7","0.3","0.2",".627",".686","0.0","0.9","15","14.4","1.6","2.5","0.71","2.2"
"JaMychal Green","GSW","PF,C","6.4","3.6","0.9","0.4","0.4",".540",".776","0.7","0.9","57","14.0","0.9","1.6","0.98","1.8"
"Dario Saric","OKC","PF,C","6.4","3.6","1.3","0.1","0.4",".459",".829","0.8","1.0","57","14.1","1.1","1.4","1.35","1.7"
"Mike Muscala","BOS","PF,C","6.1","3.2","0.8","0.4","0.2",".449",".769","1.3","0.4","63","15.0","0.6","0.8","2.17","1.6"
"Sandro Mamukelashvili","SAS","PF,C","6.1","4.3","1.4","0.3","0.3",".422",".684","0.7","0.8","43","15.3","0.9","1.6","1.77","1.2"
"Andre Drummond","CHI","C","6.0","6.6","0.5","0.4","0.7",".606",".536","0.0","1.1","67","12.7","1.0","2.5","0.44","1.7"
"Robert Covington","LAC","PF,C,SF","6.0","3.5","1.2","0.7","0.8",".445",".750","1.1","0.7","48","16.2","0.6","1.0","1.78","1.8"
"Jaylin Williams","OKC","C","5.9","4.9","1.6","0.2","0.6",".436",".704","0.9","0.8","49","18.7","0.8","1.1","2.05","2.3"
"Maxi Kleber","DAL","PF,C","5.9","3.6","1.4","0.8","0.3",".456",".711","1.1","0.7","37","25.1","0.7","1.0","1.93","2.3"
"Charles Bassey","SAS","C","5.7","5.5","1.4","0.9","0.5",".644",".595","0.1","1.2","35","14.5","0.6","2.4","1.17","2.1"
"Montrezl Harrell","PHI","PF,C","5.6","2.8","0.6","0.4","0.3",".598",".693","0.0","0.6","57","11.9","1.2","2.2","0.94","1.3"
"Zeke Nnaji","DEN","PF,C","5.3","2.7","0.3","0.4","0.3",".561",".645","0.3","0.6","52","14.0","0.8","1.8","0.58","2.0"
"Dewayne Dedmon","PHI","C","5.2","3.5","0.7","0.5","0.2",".510",".674","0.3","0.7","38","11.2","0.9","1.7","1.04","2.0"
"DeAndre Jordan","DEN","C","5.1","5.2","0.9","0.6","0.3",".765",".458","0.0","1.2","39","15.0","0.6","2.2","0.71","1.8"
"Isaiah Hartenstein","NYK","PF,C","5.0","6.5","1.2","0.8","0.6",".535",".676","0.1","0.8","82","19.9","0.6","2.0","1.55","2.6"
"Jaxson Hayes","NOR","C","5.0","2.8","0.7","0.4","0.4",".551",".699","0.1","0.7","47","13.0","1.2","1.8","1.10","1.4"
"Chimezie Metu","SAC","PF,C","4.9","3.0","0.6","0.3","0.3",".589",".740","0.1","0.5","66","10.4","0.8","1.8","1.25","1.2"
"Meyers Leonard","MIL","PF,C","4.8","3.8","0.1","0.0","0.2",".483",".889","0.8","0.7","9","12.6","0.9","0.8","0.17","1.8"
